ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15â€“64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15â€“24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),Well-Being Index
80945,999000,Hydrus I,0.92554331,85.52753914,27709.33972,0.758411133,13.52964843,11.49887219,0.823426927,0.92051521,142.6359993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080873957
80958,990025,Maffei 2,0.835679156,73.61231248,22768.55602,0.598785872,10.73241915,,,,,,,29.12807441,821.5525422,25.58170216,108.4588412,60.73796319,14.41035494,193.7835943,66.6746294,76.10563186,76.09727118,111.3280734,106.0939734,132.6220018,,,,,77.24481676,80.25707144,,86.89190848,,115.3145886,,,,356.6371442,447.6923646,34.62414124,16.7871642,20066.48227,8904.633014,17.75387632,141.2195479,,9.401163599,,,10.1192687,8.642568118,744.3688258,76.14957101,,,,51.86310854,,,,,,,106.1336162,,,,,,,,,,,,,,0.052894752
80986,994009,UGCA 86,0.723936867,69.41234299,9238.37864,0.628437681,11.44225614,4.583474976,0.620659941,0.377724126,156.2910445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049258196
80990,999000,Camelopardalis B,0.924302831,81.83621826,29390.80449,0.845254262,14.94958029,8.870433854,0.848917378,0.538219582,126.5285623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059063994
81032,1000000,KK98 77,0.560823807,53.68706368,25227.46876,0.681556784,13.59504986,10.45438695,0.666296516,0.685195148,170.3473754,95.59188922,82.58732868,19.31232953,681.5170206,50.4641902,140.4041637,92.52912049,14.72363535,408.3989287,40.26462391,51.17888778,56.73556831,100.8761604,100.4059248,137.2681731,2.525180233,99.56481945,14.00961947,90.99483695,90.9976052,92.71568853,38.66585939,91.17469735,83.77673169,77.85122067,45.25983278,1.365473508,15.69805037,735.3090597,802.887693,37.30575483,26.50094336,22673.69723,8219.291201,14.98311529,122.4897763,19.29007619,5.303116008,8.856867508,11.03021281,14.75371857,14.57174534,959.1266683,87.93104431,21486.04481,13611.74134,29.65878447,103.266205,76.69495765,109.6912043,18.9328968,,90.24222824,85538.90416,127.2809717,761.5312765,25.24610941,37.32441142,,0.561006943,0.636551491,0.933142819,130.2305388,146.360998,,28.58299717,,0.791751434,0.04755362
81100,998001,KKR 25,0.577259495,51.78880504,26990.8756,0.753705483,12.48705787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047857468
81114,995006,UGC 4483,0.701612136,63.64699997,16581.42421,0.521908643,11.00411422,7.507782398,0.540510562,0.464615793,169.9950093,,,21.00307022,1329.374909,44.64836823,172.4755192,107.3610671,14.3338818,497.7550711,66.24440932,63.91833687,64.84598701,64.83956905,119.8355286,158.0245314,2.103734589,113.0557264,13.87590149,57.6485161,95.82341905,91.17645282,66.66968658,93.71320032,92.20457207,22.79163575,66.94830557,1.404424182,18.2916699,409.4089372,412.0797087,61.75038402,35.43587066,22016.97481,6957.885783,11.13894088,137.5199115,22.41101939,22.60437147,6.619508048,6.208284532,7.234364607,12.93365742,1051.996573,107.0791661,19534.98091,9393.464947,,82.01716094,27.38566707,71.73196839,17.51805312,7.170334112,69.34651682,126123.6692,123.9214601,,,,,0.667284153,0.676153137,0.795949529,148.6083446,150.9852747,20.38454366,4.653472891,24.32632422,1.008336126,0.049910355
81126,1003002,ESO 410-G005,0.988363987,80.3438163,24045.90514,0.821495425,14.20525803,11.01674629,0.757576188,0.816681126,157.5237213,114.7054968,101.5572295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068901571
81195,1000000,Carina II,0.87646303,73.02924719,16782.52493,0.545711123,10.13192092,8.204733202,0.694217087,0.552381221,171.0789568,115.0717318,54.17436408,33.32653663,1070.538929,48.49568955,145.7054408,100.3189718,14.83483782,432.3402359,53.25688631,78.05216556,72.89222691,97.35456833,94.98464824,171.9436777,2.813924325,88.69768644,11.67970993,87.40362871,66.09211972,37.23579521,34.60684355,90.24861936,71.0177889,34.03743019,23.63028646,2.243380106,19.14627268,239.1375116,294.0842129,43.28233314,17.71296091,17516.20332,4540.32102,12.6049112,59.99102209,16.96483559,12.7114512,8.419387301,7.905516806,10.31643954,13.19444994,525.7704294,98.73295636,35987.88817,13242.88166,54.33934142,105.4422242,51.49657891,70.97835985,34.30339228,11.85934085,51.88489218,82581.30916,,401.8862501,51.62342557,24.27848703,6.80471504,0.512598654,0.704580184,0.859786276,135.5187729,153.866152,28.11188394,5.933895799,12.48230683,0.860113887,0.05059607
81216,995006,UGC 8651 (DDO 181),0.566535459,55.30896311,,,,,,,,,,,1331.221476,38.36462754,291.1733737,162.0029932,14.62528582,448.230639,94.99484221,48.65452708,60.99571601,9.059021728,113.3901568,170.1298985,3.366698681,118.4620219,20.93509417,65.10953121,86.40863903,87.63934991,45.95228363,84.8074186,74.71207484,,45.19065268,1.303843331,26.96279772,439.622982,563.6211118,,,,,,,,,,,,,1962.381966,,,,,,,,,,,,,,,,,,,,,,,3.949830768,,,0.047417487
81236,994009,Carina Dwarf (E206-G220),0.756470648,76.37802734,27993.00579,0.703088931,11.65549382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05057519
81271,993012,NGC 3109,0.922552772,75.80255742,18299.57548,0.735410455,12.01777152,5.125257296,0.674061008,0.41386971,153.2429316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052555308
81344,1000000,Andromeda XI,0.760843219,64.84877582,20677.33716,0.628965832,11.47125187,6.722564606,0.541710291,0.492246255,188.3691601,66.62859324,32.58813627,32.09001232,189.8718092,61.20378743,175.3686699,115.6399069,18.63430017,625.2732587,55.8074621,65.04554933,65.30050015,96.25404564,94.47844926,139.2567298,3.256708834,100.5181976,12.83922043,76.83044855,81.16930733,72.12078629,49.75007895,74.61231039,66.75114159,19.23895709,68.6343039,2.449238356,28.71911377,346.3969747,437.7902692,65.26758552,37.76363839,20956.04537,6953.017563,10.31071035,114.9114584,,8.133840282,9.210119814,8.102951092,,,955.7785769,95.70755528,21670.8412,16792.72306,14.16883265,112.0427525,51.49744762,43.9071216,,21.06605661,48.98299788,101209.2594,,431.4657442,41.25061181,27.39605386,11.18447578,,,,,,34.35462461,4.414828521,,,0.046706705
81364,995006,Maffei 1,0.936223302,89.16953859,36899.51061,0.942583055,16.58094441,13.92084417,0.95170972,0.831036292,118.3105074,,,33.97144197,678.2960487,90.57200914,70.83182407,51.96125067,22.53939335,531.7169794,54.69278271,76.23070587,91.47448882,106.5497611,50.78855256,108.715204,3.002082354,34.61228227,16.19636465,24.9222374,67.84289501,62.50924461,68.38974811,76.13056906,70.03325648,84.73331535,53.55307068,1.944906748,28.87414851,133.1646314,372.6466228,13.17229817,19.8426039,44924.98371,7311.825961,9.062674757,128.6368261,16.23197477,2.189614203,13.92612611,13.97121714,15.97262647,13.32204085,461.7137808,35.05670665,35520.75909,27900.32547,111.4269991,,100.6736915,117.6027789,31.85963093,10.15484581,124.5658911,105530.6418,115.1124324,,,,,0.93474697,0.932475743,1.098013633,66.53019883,71.74928663,27.18163433,5.138501451,16.3488171,0.428411098,0.21240162
81403,1002001,Andromeda I,0.761400724,69.80000488,20005.25839,0.638629917,9.400173876,6.123652043,0.706232478,0.620692769,183.9433472,61.5614974,61.364523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048672273
81433,992016,IC 10 (UGC 192),1.06889668,81.56444179,43955.64303,1.111508655,16.23961853,13.23116559,0.919295259,0.824521826,45.47014205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176522307
81440,1000000,NGC 2366,0.774352963,75.96452647,17017.50479,0.64547536,10.90445048,13.29440497,0.656374563,0.834045605,164.2836677,65.04684055,112.1248992,18.20360893,1220.201077,51.74446184,109.0027542,88.78632709,20.38668662,640.3397817,79.00644099,65.17787259,72.89341717,119.7537489,99.23087414,117.0350966,2.281889629,77.2009596,21.43123608,88.44794565,56.9039683,57.20537948,42.48357524,67.60081213,44.86153506,34.83347066,33.82185697,2.384458912,36.36947395,247.1951782,312.5912934,29.96114696,21.02655524,18490.59515,6849.254047,20.01277329,208.6206041,32.46565098,,15.8823808,14.22656989,11.3326844,13.95562443,587.3761819,91.27428918,18994.87886,13696.75911,122.4018535,86.07688532,114.774942,119.727494,15.14595511,,118.810586,120546.9382,111.9657148,447.7829013,58.60038479,27.0153132,7.825812605,0.777280239,0.671697655,0.900448103,162.3412698,167.5064747,,4.377239479,,0.645649576,0.056550706
81507,990025,Pisces I,0.60434053,66.780751,19644.2846,0.651987508,8.955154396,7.025882309,0.460420015,0.36732159,171.2812389,,,,387.1558165,37.64114996,126.009976,115.4996397,15.06578384,413.3159453,63.23032558,61.2835674,64.16186331,45.97479682,118.9012531,128.6756026,,,,,89.95368256,91.21860622,,92.33820887,,93.10883272,,,,427.0662335,505.1526093,76.93397194,44.48458342,,,,,,,5.037731308,7.043569025,,,1382.186776,,,,,,47.71442618,45.03676852,,,40.21972136,,115.6462122,,,,,,,,,,,3.659910948,,,0.052424502
81567,1002001,Antlia 2,0.995999011,86.35500734,31494.5987,0.929057004,16.13965586,10.80881892,0.907221194,0.861292508,95.88976314,123.0236463,133.7557191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107448956
81584,999000,NGC 5206,0.493582696,53.08679939,24818.34899,0.649377689,14.66060552,10.50300368,0.595219812,0.566125502,174.4569068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04748716
81635,995006,Andromeda XVII,0.570681768,56.664377,23712.33141,0.604377263,7.245093497,,,,,,,30.19506901,638.265961,53.23095151,225.3093609,137.9083514,17.61817812,256.5917925,80.41612981,53.93019761,59.42055651,112.8860469,112.7801676,190.1840685,3.176471925,124.4036583,9.416569702,92.89742537,84.45181932,83.77281414,53.10403121,91.11018964,84.30592206,89.2735879,56.02638381,2.047134939,21.29491713,363.1254286,433.7410629,68.79678825,42.87392383,9993.673269,10730.53218,16.81568823,94.80457207,28.29527558,11.46699959,,,,,1058.171817,116.153066,24089.31728,12873.28091,,27.83343286,,,27.4330557,8.42971478,,,65.26081816,,,,,,,,,,14.99970489,6.353314593,,,0.065037149
81704,1003002,HIZSS 003,0.999884789,87.43465179,53174.89041,1.096528901,21.93462904,14.99119849,1.115475029,1.076347453,79.28128093,113.3139192,134.8678826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176543868
81725,994009,IC 4662 (ESO 102-14),0.835268872,77.24672306,25151.53202,0.923086891,13.37924518,10.58840795,0.774290316,0.785886593,118.5342535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056186465
81746,995006,Andromeda XXVIII,0.91632397,77.67400986,21453.20743,0.736661365,14.28406997,13.44600356,0.778264683,0.778614744,92.92272148,,,22.12172744,860.7905629,83.86685495,47.77938206,40.90727795,31.69697446,381.1541161,49.68163162,67.95613769,88.89601808,64.42804279,65.65600139,82.16867365,2.606766048,55.93644702,23.08965502,43.02492851,66.95153179,65.1548677,75.25636589,73.71379934,62.1974399,63.72906769,60.41903775,2.243297621,43.33930663,241.3597669,520.3968947,33.20726078,10.83347563,20850.06163,5684.547836,11.01455538,137.5461235,22.51520576,9.379021783,14.28796852,12.11657764,17.64543504,13.68382964,549.030579,62.28645593,27601.86063,14707.99335,126.7243052,,104.3388475,99.83899629,19.73668124,,91.21038428,126098.2968,107.4896742,,,,,0.910808953,0.827967181,1.123257156,82.90354876,72.93398217,-10.56919682,,21.38985705,0.431959459,0.086216684
81884,995006,M32 (NGC 221),0.957912247,79.47153451,30249.61853,0.783138086,11.75971525,8.302825954,0.768011101,0.62287807,154.3678608,,,,1095.759202,87.94309634,78.29097037,71.82655115,13.96422916,334.8476694,25.01610639,74.01411639,79.19948298,104.4550229,112.5314546,79.414166,2.011885625,57.62979455,14.49965779,47.65847146,51.23795611,14.41132755,70.04950271,83.93351745,58.1165053,26.12379544,25.72881299,2.557756263,39.66592083,262.020113,309.7603417,33.08573082,26.56567559,26812.84058,12190.4315,,72.2108996,23.16383811,,6.171250698,8.846036991,11.92364478,12.7826366,412.3985508,41.59296043,25773.55888,17212.22095,,,28.9626564,56.81590533,,,44.37600765,87282.8186,,,,,,0.56752485,0.7459039,0.780782275,142.0566263,116.9709744,,,,0.866402714,0.058068969
81900,996004,Carina III,0.89831466,78.46314127,14907.42081,0.7569202,14.7744991,12.36218335,0.83733722,0.735848204,121.7561548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080866303
82084,1001000,Andromeda II,0.988624359,85.00590854,45868.83932,1.033464809,18.98130839,11.32351485,0.969513755,0.969834398,98.85320462,129.132604,116.4840918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182375357
82101,996004,Andromeda XV,1.083125755,85.4357471,39953.93148,1.045793868,18.34956648,17.11172879,0.978501369,0.899187276,77.50790377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141936834
82107,1001000,Indus II,1.021600628,85.76957488,46583.12335,0.900786799,18.20666234,13.25299283,0.927692624,0.946656863,119.0216149,110.2940902,118.4590996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085395504
82109,997002,Segue 2,0.949464806,81.12066227,51561.08139,1.140168466,14.09809724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0276728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087282168
82120,999000,Ursa Major II Dwarf,1.152940399,90.97895846,46649.47881,1.042768788,24.537312,14.66035217,1.109862892,1.099032418,73.36438514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186786628
82224,990025,KKh 060,0.824691678,63.88713544,28409.0627,0.671697361,14.06245815,9.978597143,0.815264464,0.796806692,121.8396961,,,31.21911788,821.7109062,54.30551545,94.31774484,70.02580723,12.00111196,393.021816,79.80129914,64.13275899,82.33518372,25.33228862,108.5620703,170.1753221,,,,,69.85400909,66.95860075,,72.24137037,,25.30489996,,,,364.3067431,399.1865293,,,22301.0772,5067.505526,11.54326757,132.4147587,,8.868365364,8.454600532,8.503985104,12.70549509,12.76875398,779.736934,,,,,99.51782031,45.13141857,74.62831621,26.64139413,8.382952287,64.71966489,,133.5413288,,,,,,,,,,40.11869861,3.981104753,21.01289725,,0.052870668
82236,990025,Lacerta I (Andromeda XXXI),0.83121821,75.58388442,27631.4263,0.915378261,15.82359992,12.32288598,0.872506516,0.79356435,123.5298584,,,,677.8578909,88.76050583,112.7153843,79.98464804,20.95501833,548.5863673,53.36338807,71.06561096,83.51079359,75.7589308,67.99170692,114.4052365,,,,,82.24919987,73.8993605,,81.84738032,,33.75954688,,,,204.9450727,463.24648,,,35518.88272,6549.317598,,,,,11.02767516,14.36682102,,,402.3225483,17.54558113,,,,,99.98159561,94.44112423,,,83.39278319,,131.6291725,,,,,,,,,,,5.750289441,,,0.072028871
82253,1000000,Andromeda XX,0.938465775,85.98520785,14267.93908,0.573110997,12.08307958,7.023071985,0.783265497,0.531722807,168.6182125,97.72679322,101.8476599,33.0177982,1100.860159,69.78144498,51.81281628,52.30005483,15.08275299,587.9048018,55.70774161,79.30439217,85.96141826,63.39533505,101.8560386,148.1855892,2.865294824,56.70199084,10.78675482,62.32416553,81.94966605,56.65522084,40.427683,96.26485467,69.83956455,85.74913694,61.75665507,1.968391309,12.2165127,232.9560046,338.9057698,11.87522953,11.00975108,16464.10915,1314.511435,20.41240355,148.7329069,16.93011209,5.665774064,9.768037489,6.135693439,13.33046481,12.12961917,329.0104914,75.25164091,32089.90217,15194.50563,79.68057496,60.50358945,42.29982899,41.11816598,31.57705158,14.40443698,63.63116568,77244.79287,126.159518,333.7469204,61.77780494,30.19957784,10.31568237,0.704375313,0.705248068,1.015962956,172.8681597,162.8382193,25.33073792,7.491763212,27.64920912,0.824016945,0.053058588
82273,1002001,IC 10 (UGC 192),1.087900005,86.06041441,56861.1521,1.080433987,20.55859625,15.78343719,0.982673164,1.091047417,79.43870253,130.016301,120.486971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20067903
82281,1001000,NGC 247,0.895262188,72.8525317,19584.6796,0.573758978,12.80118745,,,,,96.80931861,91.42982427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053604826
82310,998001,MB 1 (KK98 21),0.891041944,87.13708728,25139.25989,0.975838013,15.63211948,14.84619562,0.948276871,0.915314528,89.91672327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130179345
82347,990025,BoÃ¶tes IV,0.83380798,70.50614332,17635.84208,0.827791666,11.88740923,8.836914569,0.61598825,0.461564819,132.1795917,,,41.36434949,672.3400489,58.8962515,136.9619261,95.33116583,19.50605973,491.9146892,75.79026387,71.0390558,72.23917188,87.57904017,91.11526064,135.2981056,,,,,53.44938826,32.62397999,,80.89901203,,21.2743359,,,,218.8617331,368.8192434,32.10780603,17.02397981,23362.25111,7881.639457,15.91900282,114.0882659,,21.14792844,6.025781807,6.826281616,12.83038982,14.58300452,474.9951383,45.5593899,,,,169.7840007,28.9006586,44.41937087,35.6509853,12.93662422,68.05958503,,108.527695,,,,,,,,,,22.62297737,5.279254384,14.63494283,,0.058657462
82448,992016,Canes Venatici I Dwarf,0.868395931,82.51507819,19948.47017,0.8304729,15.42972868,12.27248261,0.897942636,0.868813131,92.58312223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098859147
82479,995006,Andromeda XX,0.923884468,78.84815144,37910.31013,0.706765722,13.2233182,4.869215355,0.7181386,0.490238978,156.9651314,,,38.11702943,651.7396865,66.02738067,83.05396851,56.45809925,17.45403297,404.7643218,52.28971288,76.67813768,78.99289956,62.71947847,109.5691296,181.0537825,2.093601378,69.90479622,12.61496313,75.16853668,75.76103153,65.22027064,51.53272799,102.3068344,73.30128448,83.06268911,64.80887847,2.595653809,17.65909639,314.4200497,271.036565,27.01172765,15.18083789,26049.56382,4654.402254,13.87767876,141.2312245,,8.103675566,9.610849909,8.007264044,15.36640104,10.72882318,557.7709734,88.7095272,23566.91127,12647.6886,63.78852852,39.2609922,71.919687,34.22053433,30.17006001,6.978063423,64.30079019,83624.01505,124.076327,,,,,0.702994567,0.64540235,0.933583522,118.2389273,122.7918997,33.9035146,5.197483406,,,0.05455346
82481,995006,Horologium II,0.552539312,59.88146435,18969.87193,0.505280494,6.088864561,,,,,,,36.56327,1014.835207,25.71316186,249.5440164,125.1522543,17.5493693,346.7586521,39.51985588,56.23452285,61.69097621,109.1339407,124.8969014,179.9691418,3.118214746,112.8922122,9.21693612,105.1528776,94.92952434,92.38006249,28.22090813,105.2646221,91.58575322,55.46497018,75.70950166,2.917992825,21.06894096,401.4884103,467.4420183,76.28513591,31.6396135,26761.20474,3686.804915,14.55720566,72.74054076,23.11821796,12.75766035,,,6.311097984,6.401051298,1106.481361,124.1409765,25438.98797,23281.8261,44.37657162,32.52015531,,,32.35372913,9.304874287,,77297.25232,44.50224663,,,,,,,,,,,7.481937411,,,0.049076743
82507,992016,KKR 25,0.612858297,56.70322711,25498.23533,0.795443559,9.644802279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050638037
82594,1002001,Andromeda XV,1.083641117,89.0600959,41287.03257,0.947974253,19.49441114,17.05073406,0.985263723,1.037219744,55.79543635,122.6559271,144.786708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147544998
82604,994009,Ursa Major I Dwarf (UMa I dSph),0.929304818,78.21722724,25750.48015,0.913813504,12.89030322,7.91536067,0.773787359,0.669726372,105.2256339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060840657
82646,998001,Andromeda XXIII,0.753896228,77.25250603,27097.17222,0.656869926,14.17141257,8.580940866,0.780211051,0.694413111,155.2880431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065253383
82655,1000000,NGC 4214 (UGC 7278),0.974788683,71.71413432,25984.67382,0.68882595,16.3156036,12.3719562,0.820736349,0.758260418,145.2787883,108.0156007,129.3508166,,597.9956999,44.24871977,76.40190396,52.06529977,18.10019859,447.1177666,15.06101684,68.46652952,81.62537012,30.93323192,99.06890141,96.77377317,2.778541791,46.36271488,11.77062431,63.21672435,45.60790235,39.84589487,67.58304896,51.76831867,45.26798515,81.28229364,58.32440464,2.832845837,25.4313106,232.4234615,345.3773435,19.20112066,15.41274054,11368.94577,4359.262031,15.32013734,,21.20166385,,,,17.36176305,14.79668634,338.0265628,90.49894526,34953.00873,15497.32871,107.9495719,95.32865876,94.42016013,72.65037403,,26.54424784,,72137.48239,109.3145977,260.0670996,53.75400997,32.3782205,7.231339875,,,,,,,,,0.703407569,0.045850817
82681,993012,UGCA 292,0.918887101,75.11334883,26530.7657,0.848976193,13.74000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062167716
82772,996004,Tucana II,0.935794514,77.20034973,10757.61146,0.708585598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074284389
82803,994009,NGC 147 (DDO 3),0.702357199,65.49031021,17732.25355,0.68895955,12.0688977,6.162623679,0.661271289,0.446170413,165.5816364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049575919
82854,997002,KKR 03 (KK98 230),0.839143942,74.04366767,27524.17464,0.941119128,,12.96463011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2367723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051839379
82855,997002,Large Magellanic Cloud (LMC),0.75112329,71.73763404,14009.05046,0.695900026,9.231936749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10060897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050178575
82858,997002,Pisces IV (Andromeda XIV),0.974462538,77.71047652,22078.75025,0.493825221,13.21272038,12.65357847,0.711164895,0.840407157,159.5374116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.26984394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067757702
82935,1001000,NGC 3741,1.082308019,89.34932854,54277.05008,1.08756417,21.6418952,16.13624556,1.171579203,1.043580296,74.45360848,119.0379631,134.5386563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317103262
83103,992016,Sagittarius II,0.909759948,81.36588338,17296.94837,0.761491956,16.13478308,11.23695813,0.887045266,0.865112714,91.18762912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089346018
